,company_name,adv topic0,adv topic1,adv topic2,adv topic3,adv topic4,dadv topic0,dadv topic1,dadv topic2,dadv topic3,dadv topic4,average_salary,total_sale,turn_over_rate
2037,이인벤션,0.42169702933538,0.14617596830257024,0.02850694219839929,0.013986284393779485,0.004718597980697331,0.45493541135693605,0.1934345895474072,0.027755468548537585,0.020526798275806276,0.019830276012378672,3109.0,190.0,0.42
2038,피엠지인티그레이티드 커뮤니케이션즈,0.08993606637288157,0.5433826553445329,0.08351097005417571,0.0296297930089661,0.006041181550597868,0.7118883132876503,0.05543983789926642,0.013245812704578317,0.011636135102764131,0.011576500733126051,4494.0,90.6,0.25
2039,더피알커뮤니케이션,0.7342668145000686,0.04740794235080378,0.01676614895516403,0.008211505385059527,0.003228216143628909,1.0,1.862730944806472e-307,4.2137310230693777e-308,3.6459083594308016e-308,3.6902565062026345e-308,4807.0,271.6,0.34
2040,콜레오마케팅그룹,0.05928532401029829,0.1243995415486569,0.021085213118902706,0.010669560911384041,0.0028450149502756233,0.9744825495699146,0.013664248975291463,0.004079721441094204,0.0038674684172063253,0.0039060115964933686,3571.0,51.1,0.44
2041,한국디자인진흥원,0.11777567693985626,0.3890517602669784,0.07849517841821509,0.02837043242510867,0.006500504806841629,0.49961821276804325,0.03428517964641515,0.008434011720063887,0.007490530441713852,0.00745208031401866,5995.0,498.4,0.26
2042,이너스커뮤니티,0.4933045972047828,0.12245335993162679,0.02913284838182073,0.013879219148940612,0.004675447449318616,0.654289599916398,0.16278542196220167,0.026151758767920256,0.02065325726353067,0.02069575064912234,4045.0,72.7,0.55
2043,프로그레스미디어,0.4757036730046812,0.04342411069337139,0.013179581549944403,0.006546964307851841,0.0025072785268206183,0.9265112018184991,0.018681928658014414,0.005437440157575335,0.005105528346077143,0.005151234683634556,2414.0,330.0,1.08
2044,가우리커뮤니케이션,2.6057517185555018e-307,2.115038486860967e-307,1.9761764059608467e-307,1.590070841684593e-307,1.0,0.08971467415539107,0.03975657270468865,0.04661688288326944,0.10501774091682485,0.19098923407009405,4035.0,16.9,0.73
2045,애드미션,0.09363936171604213,0.09403572863877929,0.11973103478085158,0.554427368717976,0.02935108968973819,0.7667108328734953,0.02195599972649003,0.006383382869828414,0.005977919290340181,0.006062632282597232,3837.0,82.1,0.58
2046,아주뉴스코퍼레이션,0.438667192676913,0.09704751898639478,0.02192254250741277,0.01055576562153759,0.003803494149388589,0.5727416801552665,0.032254984940422525,0.007681221548982941,0.006740325427443141,0.006789170015789444,4558.0,254.0,0.38
2047,디지털퍼스트,0.21752186982644922,0.7291834282307028,0.03223336645772644,0.01432698192004416,0.0043944620195497395,1.0,1.787664534537692e-307,4.0483522641992363e-308,3.499210491907077e-308,3.4958846759458736e-308,4706.0,125.6,0.53
2048,웹스프레드,0.4971967799558017,0.09248619440186394,0.022574795278747943,0.010708230544050533,0.0037063040214982326,0.8907260705832004,0.017750677503007795,0.005185727264168369,0.004877808273530529,0.004915994395285551,3717.0,47.4,0.49
2049,허밍아이엠씨,0.7404869072323766,0.06534664493030462,0.021045846923889534,0.01023836368074047,0.003907338288573525,0.6782758471266558,0.019848142631498707,0.0058197660385882295,0.005468433482833135,0.005542866218008688,4422.0,72.7,0.46
2050,빅픽처팀,1.0,2.016244886936668e-307,6.740359226827672e-308,3.3092992130398747e-308,1.281032146764185e-308,0.8332041176770193,0.023047457299677408,0.006656215381883989,0.006219589235975471,0.0063024249294387335,3648.0,94.2,0.67
2051,그랑몬스터,0.4414106946347664,0.13860587897440563,0.027212516897282716,0.012698158801083359,0.004218788282585118,0.6520944646558955,0.03412054635637332,0.008559662179703807,0.007626213640102888,0.007727957814875721,4853.0,219.9,0.36
2052,장원교육,0.024596782866463728,0.019628945266892472,0.01735611072442523,0.013542179107263342,0.9248759820349551,9.290641677992258e-307,1.0,2.237012545042647e-307,1.2035667109607692e-307,1.248736075651377e-307,4107.0,355.9,0.14
2053,디디비코리아,0.08829278961106578,0.10431944185943205,0.013818178198314825,0.006686424928798741,0.0021579207711785978,0.6145333396169621,0.015950181635655453,0.004438782799079482,0.004096196905889318,0.004124452491747326,5636.0,510.2,0.39
